instance,solver,result,PAR2_time
fcc/58-108244.cnf,glucose+rx+rp+cf,sat,1.53453
fcc/58-108249.cnf,glucose+rx+rp+cf,sat,1.45367
fcc/58-108359.cnf,glucose+rx+rp+cf,sat,1.5282
fcc/58-108367.cnf,glucose+rx+rp+cf,sat,1.46161
fcc/58-108436.cnf,glucose+rx+rp+cf,sat,1.46073
fcc/58-108438.cnf,glucose+rx+rp+cf,sat,1.47658
fcc/58-108641.cnf,glucose+rx+rp+cf,sat,1.46463
fcc/58-108663.cnf,glucose+rx+rp+cf,sat,1.73662
fcc/58-108679.cnf,glucose+rx+rp+cf,sat,1.48822
fcc/58-108734.cnf,glucose+rx+rp+cf,sat,1.47247
fcc/58-109061.cnf,glucose+rx+rp+cf,sat,1.58757
fcc/58-109076.cnf,glucose+rx+rp+cf,sat,1.47045
fcc/58-109091.cnf,glucose+rx+rp+cf,sat,1.4649
fcc/58-109124.cnf,glucose+rx+rp+cf,sat,1.47616
fcc/58-109143.cnf,glucose+rx+rp+cf,unsat,2.32468
fcc/58-109250.cnf,glucose+rx+rp+cf,sat,1.51735
fcc/58-109260.cnf,glucose+rx+rp+cf,unsat,2.38432
fcc/58-109774.cnf,glucose+rx+rp+cf,unsat,1.91388
fcc/58-110367.cnf,glucose+rx+rp+cf,sat,1.63479
fcc/58-110387.cnf,glucose+rx+rp+cf,sat,1.55586
fcc/58-110461.cnf,glucose+rx+rp+cf,sat,1.55199
fcc/58-110981.cnf,glucose+rx+rp+cf,sat,1.49273
fcc/58-112594.cnf,glucose+rx+rp+cf,sat,1.55596
fcc/58-112927.cnf,glucose+rx+rp+cf,sat,1.83242
fcc/58-113656.cnf,glucose+rx+rp+cf,sat,1.58952
fcc/58-113676.cnf,glucose+rx+rp+cf,unsat,3.04347
fcc/58-113688.cnf,glucose+rx+rp+cf,sat,1.56909
fcc/58-113699.cnf,glucose+rx+rp+cf,sat,1.59451
fcc/58-113757.cnf,glucose+rx+rp+cf,unsat,2.79119
fcc/58-113783.cnf,glucose+rx+rp+cf,sat,1.61747
fcc/58-113821.cnf,glucose+rx+rp+cf,sat,1.74366
fcc/58-113907.cnf,glucose+rx+rp+cf,sat,1.57992
fcc/58-113918.cnf,glucose+rx+rp+cf,sat,1.79076
fcc/58-113941.cnf,glucose+rx+rp+cf,sat,1.72665
fcc/58-113958.cnf,glucose+rx+rp+cf,sat,1.56975
fcc/58-113985.cnf,glucose+rx+rp+cf,sat,1.59743
fcc/58-114023.cnf,glucose+rx+rp+cf,sat,1.63092
fcc/58-114046.cnf,glucose+rx+rp+cf,sat,1.58272
fcc/58-114064.cnf,glucose+rx+rp+cf,sat,1.66815
fcc/58-114074.cnf,glucose+rx+rp+cf,sat,1.72037
fcc/58-114161.cnf,glucose+rx+rp+cf,sat,1.61526
fcc/58-114216.cnf,glucose+rx+rp+cf,sat,2.01833
fcc/58-114261.cnf,glucose+rx+rp+cf,sat,1.58128
fcc/58-114268.cnf,glucose+rx+rp+cf,sat,1.6002
fcc/58-114300.cnf,glucose+rx+rp+cf,sat,1.59798
fcc/58-114516.cnf,glucose+rx+rp+cf,sat,1.58453
fcc/58-114553.cnf,glucose+rx+rp+cf,sat,1.59481
fcc/58-114661.cnf,glucose+rx+rp+cf,sat,1.61561
fcc/58-114692.cnf,glucose+rx+rp+cf,sat,1.63162
fcc/58-114696.cnf,glucose+rx+rp+cf,sat,1.73663
fcc/58-114802.cnf,glucose+rx+rp+cf,sat,1.58122
fcc/58-114809.cnf,glucose+rx+rp+cf,sat,1.60946
fcc/58-114841.cnf,glucose+rx+rp+cf,sat,1.60205
fcc/58-114845.cnf,glucose+rx+rp+cf,sat,1.61295
fcc/58-114871.cnf,glucose+rx+rp+cf,sat,1.59833
fcc/58-114965.cnf,glucose+rx+rp+cf,sat,1.59945
fcc/58-114975.cnf,glucose+rx+rp+cf,sat,1.65086
fcc/58-115164.cnf,glucose+rx+rp+cf,sat,1.62268
fcc/58-115289.cnf,glucose+rx+rp+cf,sat,1.72234
fcc/58-115310.cnf,glucose+rx+rp+cf,sat,1.67202
fcc/58-115334.cnf,glucose+rx+rp+cf,sat,1.65839
fcc/58-115355.cnf,glucose+rx+rp+cf,sat,1.65208
fcc/58-115370.cnf,glucose+rx+rp+cf,sat,1.82826
fcc/58-115392.cnf,glucose+rx+rp+cf,sat,1.81966
fcc/58-115419.cnf,glucose+rx+rp+cf,sat,1.67807
fcc/58-115428.cnf,glucose+rx+rp+cf,sat,1.80172
fcc/58-115445.cnf,glucose+rx+rp+cf,sat,1.67715
fcc/58-115537.cnf,glucose+rx+rp+cf,sat,1.84293
fcc/58-115559.cnf,glucose+rx+rp+cf,sat,1.7008
fcc/58-115619.cnf,glucose+rx+rp+cf,sat,1.78476
fcc/58-115642.cnf,glucose+rx+rp+cf,sat,1.71402
fcc/58-115687.cnf,glucose+rx+rp+cf,sat,1.69562
fcc/58-115690.cnf,glucose+rx+rp+cf,sat,1.69126
fcc/58-115709.cnf,glucose+rx+rp+cf,sat,1.65326
fcc/58-115712.cnf,glucose+rx+rp+cf,sat,1.84043
fcc/58-115746.cnf,glucose+rx+rp+cf,sat,1.72237
fcc/58-115835.cnf,glucose+rx+rp+cf,sat,1.70713
fcc/58-115912.cnf,glucose+rx+rp+cf,sat,1.69287
fcc/58-115942.cnf,glucose+rx+rp+cf,sat,1.71942
fcc/58-115964.cnf,glucose+rx+rp+cf,sat,1.67722
fcc/58-115966.cnf,glucose+rx+rp+cf,sat,1.89857
fcc/58-115978.cnf,glucose+rx+rp+cf,sat,1.73896
fcc/58-115996.cnf,glucose+rx+rp+cf,sat,1.65351
fcc/58-116012.cnf,glucose+rx+rp+cf,sat,1.68059
fcc/58-116050.cnf,glucose+rx+rp+cf,sat,1.66516
fcc/58-116293.cnf,glucose+rx+rp+cf,sat,1.66669
fcc/58-116311.cnf,glucose+rx+rp+cf,sat,3.06848
fcc/58-116506.cnf,glucose+rx+rp+cf,sat,1.83612
fcc/58-116529.cnf,glucose+rx+rp+cf,sat,1.75582
fcc/58-116538.cnf,glucose+rx+rp+cf,sat,1.71374
fcc/58-116606.cnf,glucose+rx+rp+cf,sat,1.69419
fcc/58-116610.cnf,glucose+rx+rp+cf,sat,1.69285
fcc/58-116641.cnf,glucose+rx+rp+cf,sat,1.8037
fcc/58-116839.cnf,glucose+rx+rp+cf,sat,1.70946
fcc/58-116867.cnf,glucose+rx+rp+cf,sat,1.70685
fcc/58-116872.cnf,glucose+rx+rp+cf,sat,1.7391
fcc/58-116964.cnf,glucose+rx+rp+cf,sat,1.74815
fcc/58-117052.cnf,glucose+rx+rp+cf,sat,1.74965
fcc/58-117182.cnf,glucose+rx+rp+cf,sat,1.69053
fcc/58-117221.cnf,glucose+rx+rp+cf,sat,1.96458
fcc/58-117318.cnf,glucose+rx+rp+cf,unsat,315.142
fcc/58-117445.cnf,glucose+rx+rp+cf,sat,1.84816
fcc/58-118516.cnf,glucose+rx+rp+cf,sat,1.74321
fcc/58-119259.cnf,glucose+rx+rp+cf,sat,1.76381
fcc/58-119539.cnf,glucose+rx+rp+cf,sat,1.80912
fcc/58-119623.cnf,glucose+rx+rp+cf,sat,1.79027
fcc/58-119812.cnf,glucose+rx+rp+cf,sat,1.89927
fcc/58-119826.cnf,glucose+rx+rp+cf,sat,1.80283
fcc/58-119868.cnf,glucose+rx+rp+cf,sat,1.83888
fcc/58-119950.cnf,glucose+rx+rp+cf,sat,1.80793
fcc/58-119980.cnf,glucose+rx+rp+cf,sat,1.89293
fcc/58-119993.cnf,glucose+rx+rp+cf,sat,1.81751
fcc/58-120020.cnf,glucose+rx+rp+cf,sat,1.95855
fcc/58-120180.cnf,glucose+rx+rp+cf,sat,1.85626
fcc/58-120189.cnf,glucose+rx+rp+cf,sat,1.79147
fcc/58-120215.cnf,glucose+rx+rp+cf,sat,1.78902
fcc/58-120238.cnf,glucose+rx+rp+cf,sat,2.01829
fcc/58-120270.cnf,glucose+rx+rp+cf,sat,1.78936
fcc/58-120285.cnf,glucose+rx+rp+cf,sat,1.78169
fcc/58-120336.cnf,glucose+rx+rp+cf,sat,1.80631
fcc/58-120338.cnf,glucose+rx+rp+cf,sat,1.91935
fcc/58-120385.cnf,glucose+rx+rp+cf,sat,1.97619
fcc/58-120401.cnf,glucose+rx+rp+cf,sat,1.799
fcc/58-120411.cnf,glucose+rx+rp+cf,sat,1.79662
fcc/58-120433.cnf,glucose+rx+rp+cf,sat,1.9569
fcc/58-120491.cnf,glucose+rx+rp+cf,sat,2.17718
fcc/58-120498.cnf,glucose+rx+rp+cf,sat,1.96641
fcc/58-120507.cnf,glucose+rx+rp+cf,sat,1.9255
fcc/58-120544.cnf,glucose+rx+rp+cf,sat,1.81945
fcc/58-120580.cnf,glucose+rx+rp+cf,sat,1.854
fcc/58-120707.cnf,glucose+rx+rp+cf,sat,1.82962
fcc/58-120722.cnf,glucose+rx+rp+cf,sat,1.90952
fcc/58-120734.cnf,glucose+rx+rp+cf,sat,1.81352
fcc/58-120777.cnf,glucose+rx+rp+cf,sat,1.99211
fcc/58-120778.cnf,glucose+rx+rp+cf,sat,7.8121
fcc/58-120862.cnf,glucose+rx+rp+cf,sat,27.7846
fcc/58-120864.cnf,glucose+rx+rp+cf,sat,1.84306
fcc/58-120866.cnf,glucose+rx+rp+cf,sat,1.82842
fcc/58-120894.cnf,glucose+rx+rp+cf,sat,2.57991
fcc/58-120896.cnf,glucose+rx+rp+cf,sat,1.94551
fcc/58-120945.cnf,glucose+rx+rp+cf,sat,1.88357
fcc/58-121009.cnf,glucose+rx+rp+cf,sat,12.7031
fcc/58-121093.cnf,glucose+rx+rp+cf,sat,1.96401
fcc/58-121127.cnf,glucose+rx+rp+cf,sat,2.27876
fcc/58-121252.cnf,glucose+rx+rp+cf,sat,1.91875
fcc/58-121256.cnf,glucose+rx+rp+cf,sat,3.05748
fcc/58-121723.cnf,glucose+rx+rp+cf,sat,3.04295
fcc/58-121892.cnf,glucose+rx+rp+cf,sat,1.98801
fcc/58-121964.cnf,glucose+rx+rp+cf,sat,2.03711
fcc/58-122012.cnf,glucose+rx+rp+cf,sat,3.22028
fcc/58-122267.cnf,glucose+rx+rp+cf,sat,2.08574
fcc/58-122288.cnf,glucose+rx+rp+cf,sat,2.10123
fcc/58-122357.cnf,glucose+rx+rp+cf,sat,3.89439
fcc/58-122408.cnf,glucose+rx+rp+cf,sat,1.95927
fcc/58-122414.cnf,glucose+rx+rp+cf,sat,1.95189
fcc/58-122417.cnf,glucose+rx+rp+cf,sat,2.30479
fcc/58-122420.cnf,glucose+rx+rp+cf,sat,2.98996
fcc/58-122441.cnf,glucose+rx+rp+cf,sat,4.86399
fcc/58-122450.cnf,glucose+rx+rp+cf,sat,2.05092
fcc/58-122452.cnf,glucose+rx+rp+cf,sat,4.2285
fcc/58-122518.cnf,glucose+rx+rp+cf,sat,2.05013
fcc/58-122592.cnf,glucose+rx+rp+cf,sat,4.18989
fcc/58-122629.cnf,glucose+rx+rp+cf,unsat,40.3567
fcc/58-122658.cnf,glucose+rx+rp+cf,sat,2.87543
fcc/58-122692.cnf,glucose+rx+rp+cf,sat,2.35987
fcc/58-122715.cnf,glucose+rx+rp+cf,sat,2.1429
fcc/58-122716.cnf,glucose+rx+rp+cf,sat,2.04261
fcc/58-122739.cnf,glucose+rx+rp+cf,sat,2.12859
fcc/58-122747.cnf,glucose+rx+rp+cf,sat,3.50869
fcc/58-122773.cnf,glucose+rx+rp+cf,sat,1.99803
fcc/58-122783.cnf,glucose+rx+rp+cf,sat,2.04522
fcc/58-122815.cnf,glucose+rx+rp+cf,sat,3.62417
fcc/58-122872.cnf,glucose+rx+rp+cf,sat,3.71668
fcc/58-122874.cnf,glucose+rx+rp+cf,sat,2.15329
fcc/58-122882.cnf,glucose+rx+rp+cf,sat,2.92245
fcc/58-122927.cnf,glucose+rx+rp+cf,sat,5.3256
fcc/58-122945.cnf,glucose+rx+rp+cf,sat,2.04436
fcc/58-122961.cnf,glucose+rx+rp+cf,sat,2.43599
fcc/58-123006.cnf,glucose+rx+rp+cf,sat,2.10622
fcc/58-123050.cnf,glucose+rx+rp+cf,sat,2.71569
fcc/58-123067.cnf,glucose+rx+rp+cf,sat,4.27405
fcc/58-123083.cnf,glucose+rx+rp+cf,sat,3.22626
fcc/58-123096.cnf,glucose+rx+rp+cf,sat,2.0578
fcc/58-123113.cnf,glucose+rx+rp+cf,sat,2.43398
fcc/58-123167.cnf,glucose+rx+rp+cf,sat,2.96867
fcc/58-123202.cnf,glucose+rx+rp+cf,sat,1.94678
fcc/58-123284.cnf,glucose+rx+rp+cf,sat,1.96673
fcc/58-123293.cnf,glucose+rx+rp+cf,sat,5.5182
fcc/58-123476.cnf,glucose+rx+rp+cf,sat,2.93718
fcc/58-123541.cnf,glucose+rx+rp+cf,sat,2.93376
fcc/58-123599.cnf,glucose+rx+rp+cf,sat,2.55571
fcc/58-123696.cnf,glucose+rx+rp+cf,sat,2.08669
fcc/58-123720.cnf,glucose+rx+rp+cf,sat,2.05243
fcc/58-123850.cnf,glucose+rx+rp+cf,sat,2.42853
fcc/58-124002.cnf,glucose+rx+rp+cf,sat,2.94676
fcc/58-124008.cnf,glucose+rx+rp+cf,sat,3.6405
fcc/58-124258.cnf,glucose+rx+rp+cf,sat,7.97971
fcc/58-124271.cnf,glucose+rx+rp+cf,sat,3.85785
fcc/58-125267.cnf,glucose+rx+rp+cf,sat,3.81297
fcc/58-125360.cnf,glucose+rx+rp+cf,sat,5.06844
fcc/58-125435.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-125496.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-126157.cnf,glucose+rx+rp+cf,sat,4.08015
fcc/58-126575.cnf,glucose+rx+rp+cf,sat,6.35936
fcc/58-126685.cnf,glucose+rx+rp+cf,sat,8.48228
fcc/58-126872.cnf,glucose+rx+rp+cf,sat,5.777
fcc/58-126916.cnf,glucose+rx+rp+cf,sat,4.7053
fcc/58-127015.cnf,glucose+rx+rp+cf,sat,9.04947
fcc/58-127143.cnf,glucose+rx+rp+cf,sat,4.80581
fcc/58-127178.cnf,glucose+rx+rp+cf,sat,18.2278
fcc/58-127205.cnf,glucose+rx+rp+cf,sat,12.892
fcc/58-127222.cnf,glucose+rx+rp+cf,sat,12.0131
fcc/58-127252.cnf,glucose+rx+rp+cf,sat,3.23804
fcc/58-127263.cnf,glucose+rx+rp+cf,sat,6.10581
fcc/58-127271.cnf,glucose+rx+rp+cf,sat,3.11828
fcc/58-127283.cnf,glucose+rx+rp+cf,sat,4.38759
fcc/58-127300.cnf,glucose+rx+rp+cf,unsat,62.0802
fcc/58-127333.cnf,glucose+rx+rp+cf,sat,13.4494
fcc/58-127368.cnf,glucose+rx+rp+cf,sat,8.74395
fcc/58-127429.cnf,glucose+rx+rp+cf,sat,6.03817
fcc/58-127433.cnf,glucose+rx+rp+cf,sat,4.89575
fcc/58-127434.cnf,glucose+rx+rp+cf,sat,4.30412
fcc/58-127477.cnf,glucose+rx+rp+cf,sat,3.7791
fcc/58-127483.cnf,glucose+rx+rp+cf,sat,7.64948
fcc/58-127494.cnf,glucose+rx+rp+cf,sat,9.00927
fcc/58-127539.cnf,glucose+rx+rp+cf,sat,5.4481
fcc/58-127574.cnf,glucose+rx+rp+cf,sat,4.80159
fcc/58-127580.cnf,glucose+rx+rp+cf,sat,5.46812
fcc/58-127637.cnf,glucose+rx+rp+cf,sat,7.70275
fcc/58-127654.cnf,glucose+rx+rp+cf,sat,5.19202
fcc/58-127664.cnf,glucose+rx+rp+cf,sat,6.36653
fcc/58-127668.cnf,glucose+rx+rp+cf,sat,5.68492
fcc/58-127698.cnf,glucose+rx+rp+cf,sat,2.88372
fcc/58-127709.cnf,glucose+rx+rp+cf,sat,5.70966
fcc/58-127774.cnf,glucose+rx+rp+cf,sat,5.76008
fcc/58-127785.cnf,glucose+rx+rp+cf,sat,37.8483
fcc/58-127833.cnf,glucose+rx+rp+cf,sat,26.5948
fcc/58-127850.cnf,glucose+rx+rp+cf,sat,9.46919
fcc/58-127915.cnf,glucose+rx+rp+cf,sat,32.8842
fcc/58-127934.cnf,glucose+rx+rp+cf,sat,23.9641
fcc/58-127975.cnf,glucose+rx+rp+cf,sat,32.7719
fcc/58-128050.cnf,glucose+rx+rp+cf,sat,34.8865
fcc/58-128099.cnf,glucose+rx+rp+cf,sat,66.0391
fcc/58-128130.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-128194.cnf,glucose+rx+rp+cf,sat,64.0273
fcc/58-128206.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-128497.cnf,glucose+rx+rp+cf,sat,1476.56
fcc/58-128708.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-128804.cnf,glucose+rx+rp+cf,sat,115.379
fcc/58-128818.cnf,glucose+rx+rp+cf,sat,279.559
fcc/58-128857.cnf,glucose+rx+rp+cf,sat,609.744
fcc/58-128914.cnf,glucose+rx+rp+cf,sat,2809.8
fcc/58-129242.cnf,glucose+rx+rp+cf,sat,390.673
fcc/58-129273.cnf,glucose+rx+rp+cf,sat,191.343
fcc/58-129404.cnf,glucose+rx+rp+cf,sat,81.7222
fcc/58-129651.cnf,glucose+rx+rp+cf,sat,124.709
fcc/58-129711.cnf,glucose+rx+rp+cf,sat,526.399
fcc/58-129865.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-130113.cnf,glucose+rx+rp+cf,sat,254.563
fcc/58-130134.cnf,glucose+rx+rp+cf,sat,3566.51
fcc/58-130477.cnf,glucose+rx+rp+cf,sat,1495.8
fcc/58-131390.cnf,glucose+rx+rp+cf,sat,97.3741
fcc/58-131496.cnf,glucose+rx+rp+cf,sat,2668.71
fcc/58-131560.cnf,glucose+rx+rp+cf,sat,331.158
fcc/58-132135.cnf,glucose+rx+rp+cf,sat,643.194
fcc/58-132319.cnf,glucose+rx+rp+cf,sat,183.437
fcc/58-132733.cnf,glucose+rx+rp+cf,sat,186.119
fcc/58-133469.cnf,glucose+rx+rp+cf,sat,1858.51
fcc/58-133492.cnf,glucose+rx+rp+cf,sat,2963.84
fcc/58-133661.cnf,glucose+rx+rp+cf,sat,3073.61
fcc/58-133736.cnf,glucose+rx+rp+cf,sat,1963.44
fcc/58-133861.cnf,glucose+rx+rp+cf,sat,243.749
fcc/58-133883.cnf,glucose+rx+rp+cf,sat,1016.51
fcc/58-133910.cnf,glucose+rx+rp+cf,sat,1120.66
fcc/58-133914.cnf,glucose+rx+rp+cf,sat,196.596
fcc/58-133943.cnf,glucose+rx+rp+cf,sat,469.887
fcc/58-133953.cnf,glucose+rx+rp+cf,sat,312.278
fcc/58-133964.cnf,glucose+rx+rp+cf,sat,424.689
fcc/58-133973.cnf,glucose+rx+rp+cf,sat,145.49
fcc/58-133988.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-134002.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-134003.cnf,glucose+rx+rp+cf,sat,1413.28
fcc/58-134008.cnf,glucose+rx+rp+cf,sat,4681.27
fcc/58-134087.cnf,glucose+rx+rp+cf,sat,1300.79
fcc/58-134089.cnf,glucose+rx+rp+cf,sat,98.5924
fcc/58-134125.cnf,glucose+rx+rp+cf,sat,1331.2
fcc/58-134140.cnf,glucose+rx+rp+cf,sat,2137.56
fcc/58-134170.cnf,glucose+rx+rp+cf,sat,172.425
fcc/58-134177.cnf,glucose+rx+rp+cf,sat,457.418
fcc/58-134185.cnf,glucose+rx+rp+cf,sat,1941.15
fcc/58-134214.cnf,glucose+rx+rp+cf,sat,624.395
fcc/58-134242.cnf,glucose+rx+rp+cf,sat,411.282
fcc/58-134243.cnf,glucose+rx+rp+cf,sat,1880.0
fcc/58-134245.cnf,glucose+rx+rp+cf,sat,1910.3
fcc/58-134249.cnf,glucose+rx+rp+cf,sat,1182.22
fcc/58-134264.cnf,glucose+rx+rp+cf,sat,525.615
fcc/58-134302.cnf,glucose+rx+rp+cf,sat,224.466
fcc/58-134334.cnf,glucose+rx+rp+cf,sat,2880.78
fcc/58-134349.cnf,glucose+rx+rp+cf,sat,1666.35
fcc/58-134355.cnf,glucose+rx+rp+cf,sat,2429.23
fcc/58-134371.cnf,glucose+rx+rp+cf,sat,304.928
fcc/58-134382.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-134458.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-134466.cnf,glucose+rx+rp+cf,sat,2744.51
fcc/58-134484.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-134507.cnf,glucose+rx+rp+cf,sat,4418.99
fcc/58-134559.cnf,glucose+rx+rp+cf,sat,3230.23
fcc/58-134574.cnf,glucose+rx+rp+cf,sat,2726.66
fcc/58-134624.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-134636.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-134647.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-134666.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-134685.cnf,glucose+rx+rp+cf,unsat,1134.25
fcc/58-135032.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-135150.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-135250.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-135369.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-135694.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-135781.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-135821.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-136089.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-136255.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-136386.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-136839.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-136939.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-136959.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-136999.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-137472.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-137479.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-137488.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-137516.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-137521.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-137527.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-137550.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-137609.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-137628.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-137650.cnf,glucose+rx+rp+cf,sat,909.489
fcc/58-137701.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-137730.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-137770.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-137792.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-137804.cnf,glucose+rx+rp+cf,unsat,908.366
fcc/58-137807.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-137809.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-137825.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-137893.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-138106.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-138187.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-138477.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-138655.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-138725.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-138735.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-138755.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-138954.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-138966.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-138991.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-14039.cnf,glucose+rx+rp+cf,sat,0.288222
fcc/58-141288.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-141455.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-141591.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-141875.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-141878.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-141890.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-141896.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-141929.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-141938.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-141967.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-141978.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-141979.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-141983.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-142003.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-142029.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-142060.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-142068.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-142144.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-142198.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-142205.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-142235.cnf,glucose+rx+rp+cf,unknown,10000
fcc/58-14506.cnf,glucose+rx+rp+cf,sat,0.268598
fcc/58-17009.cnf,glucose+rx+rp+cf,sat,0.277628
fcc/58-1825.cnf,glucose+rx+rp+cf,sat,0.214522
fcc/58-18397.cnf,glucose+rx+rp+cf,sat,0.277161
fcc/58-20429.cnf,glucose+rx+rp+cf,sat,0.273573
fcc/58-26387.cnf,glucose+rx+rp+cf,sat,0.298396
fcc/58-27280.cnf,glucose+rx+rp+cf,sat,0.301841
fcc/58-40662.cnf,glucose+rx+rp+cf,sat,0.392839
fcc/58-43538.cnf,glucose+rx+rp+cf,sat,0.39039
fcc/58-44976.cnf,glucose+rx+rp+cf,sat,0.400918
fcc/58-46319.cnf,glucose+rx+rp+cf,sat,0.399271
fcc/58-54467.cnf,glucose+rx+rp+cf,sat,0.442108
fcc/58-55387.cnf,glucose+rx+rp+cf,sat,0.443092
fcc/58-5551.cnf,glucose+rx+rp+cf,sat,0.258572
fcc/58-57137.cnf,glucose+rx+rp+cf,sat,0.462857
fcc/58-61802.cnf,glucose+rx+rp+cf,sat,0.524924
fcc/58-64455.cnf,glucose+rx+rp+cf,sat,0.534399
fcc/58-64913.cnf,glucose+rx+rp+cf,sat,0.540725
fcc/58-65710.cnf,glucose+rx+rp+cf,sat,0.557702
fcc/58-66160.cnf,glucose+rx+rp+cf,sat,0.54632
fcc/58-71092.cnf,glucose+rx+rp+cf,sat,0.618463
fcc/58-71228.cnf,glucose+rx+rp+cf,sat,0.611604
fcc/58-74212.cnf,glucose+rx+rp+cf,sat,0.76503
fcc/58-76578.cnf,glucose+rx+rp+cf,sat,0.770606
fcc/58-78908.cnf,glucose+rx+rp+cf,sat,0.741149
fcc/58-79407.cnf,glucose+rx+rp+cf,sat,0.726137
fcc/58-79682.cnf,glucose+rx+rp+cf,sat,0.733334
fcc/58-83578.cnf,glucose+rx+rp+cf,sat,0.807395
fcc/58-83977.cnf,glucose+rx+rp+cf,sat,0.790453
fcc/58-84969.cnf,glucose+rx+rp+cf,sat,0.803255
fcc/58-85044.cnf,glucose+rx+rp+cf,sat,0.811581
fcc/58-88398.cnf,glucose+rx+rp+cf,sat,0.845272
fcc/58-90127.cnf,glucose+rx+rp+cf,sat,0.925779
fcc/58-92279.cnf,glucose+rx+rp+cf,sat,0.942445
fcc/58-92378.cnf,glucose+rx+rp+cf,sat,1.07814
fcc/58-98433.cnf,glucose+rx+rp+cf,sat,1.1466
